,0,1
194,1717,3677
195,793,144
196,1076,2958
197,721,1614
198,353,2675
199,1716,2664
200,271,3456
201,777,688
202,655,3050
203,55,3240
204,1653,23
205,1030,20
206,38,2031
207,884,2971
208,534,1042
209,707,2950
210,112,1593
211,494,933
212,1163,1197
213,1135,2820
214,912,3120
215,1254,3179
216,1161,1113
217,86,3230
218,112,3252
219,461,1111
220,625,287
221,432,2650
222,1307,386
223,1704,1658
224,311,2361
225,842,1109
226,1140,1449
227,1133,746
228,478,3355
229,925,2906
230,393,2398
231,1704,1455
232,1035,376
233,437,2260
234,242,535
235,180,2437
236,521,2770
237,139,1022
238,633,2856
239,797,1790
240,728,2432
241,582,2641
242,1187,314
243,467,2473
244,1565,975
245,1440,1156
246,835,2295
247,386,2940
248,436,1886
249,1311,2188
250,891,2432
251,1638,3185
252,351,575
253,636,350
254,292,1554
255,1191,3211
256,270,3006
257,502,692
258,1438,1423
259,296,879
260,186,2284
261,151,1338
262,1589,2739
263,1002,927
264,1450,612
265,1044,2252
266,580,2407
267,32,488
268,240,52
269,1210,3298
270,1284,3396
271,1323,3500
272,304,3522
273,1364,2154
274,654,1519
275,365,3431
276,1490,2168
277,956,3454
278,1591,118
279,489,94
280,1276,1609
281,1139,3071
282,1347,2248
283,1685,224
284,1383,1598
285,644,1874
286,241,2365
287,20,414
288,1048,3049
289,938,274
290,951,1724
291,241,322
292,1294,2749
293,1407,332
294,976,3555
295,655,1371
296,44,3429
297,91,2257
298,1707,2661
299,1223,1796
300,1694,3058
301,259,1908
302,1247,573
303,1185,3664
304,615,2928
305,1391,699
306,919,1034
307,1226,1025
308,374,3650
309,733,2361
310,1032,839
311,482,339
312,40,2576
313,262,2426
314,1578,1329
315,1548,2623
316,349,1914
317,1439,1139
318,395,3533
319,1202,1462
320,505,1121
321,1237,3529
322,856,3658
323,763,1760
324,428,2289
325,332,2126
326,982,2524
327,654,2392
328,677,2788
329,1201,1139
330,1269,1240
331,725,3565
332,705,2906
333,92,677
334,418,2000
335,808,103
336,140,2740
337,1622,3457
338,954,3556
339,716,345
340,443,2243
341,199,3174
342,1070,2730
343,108,497
344,1078,147
345,1363,764
346,1298,2614
347,976,813
348,467,2956
349,1626,2410
350,1539,1081
351,530,2670
352,1181,3365
353,1489,1894
354,96,1910
355,0,2005
356,18,2005
357,570,2456
358,1300,753
359,55,160
360,1261,2239
361,1708,1285
362,1556,1234
363,969,2408
364,1508,3303
365,957,3154
366,1436,2306
367,657,193
368,765,3276
369,458,1279
370,1528,2612
371,637,957
372,1366,830
373,680,2105
374,113,1004
375,4,1903
376,59,1761
377,1068,721
378,1315,2095
379,1207,2467
380,672,32
381,1652,1289
382,1513,2920
383,1550,1674
384,613,3461
385,1248,745
386,231,3197
387,868,2528
388,1702,2955
389,49,1427
390,1066,3634
391,315,1224
392,43,273
393,1698,671
394,545,3307
395,528,3029
396,598,101
397,1197,2941
398,1643,2369
399,107,2390
400,1607,1227
401,1013,708
402,1540,2896
403,1684,3629
404,1423,2551
405,392,1867
406,1572,2296
407,249,2211
408,1452,1956
409,1640,3141
410,559,1100
411,300,811
412,720,1759
413,789,3089
414,425,3672
415,1012,3216
416,1195,488
417,423,1260
418,840,2150
419,316,3203
420,340,2635
421,868,401
422,312,625
423,114,1269
424,232,3377
425,657,3599
426,1053,3692
427,1130,2770
428,920,2671
429,792,1737
430,1663,2969
431,1332,440
432,537,3300
433,671,272
434,1495,1771
435,92,858
436,1099,1061
437,335,2987
438,1450,3337
439,957,1466
440,1093,125
441,762,2502
442,1375,327
443,928,1814
444,657,169
445,989,1014
446,270,2519
447,1686,3269
448,102,605
449,699,2854
450,209,1532
451,234,508
452,1709,3528
453,1722,2778
454,535,2851
455,977,593
456,1533,2271
457,604,1446
458,1209,376
459,1001,3226
460,1705,879
461,1138,3370
462,835,1120
463,904,151
464,938,775
465,411,1895
466,1561,75
467,625,1338
468,369,83
469,1172,1449
470,1465,1038
471,414,57
472,976,2780
473,1390,3390
474,1128,1487
475,105,698
476,1174,1965
477,450,1183
478,1442,1776
479,594,1689
480,1348,1969
481,965,1598
482,952,1446
483,1161,410
484,652,241
485,407,3163
486,1094,3178
487,1242,2597
488,1373,1267
489,1161,889
490,497,3481
491,1195,1921
492,1531,3246
493,1557,3369
494,1637,3635
495,153,1079
496,694,504
497,697,809
498,1202,2283
499,803,3625
500,1410,755
501,525,3498
502,435,2520
503,1528,3108
504,439,3272
505,399,1042
506,1621,87
507,970,3353
508,1415,1925
509,585,2227
510,675,3252
511,1415,892
512,635,2208
513,1406,2569
514,374,1056
515,745,238
516,614,3625
517,1686,3327
518,1238,1114
519,763,2163
520,1068,3419
521,1692,3123
522,1503,469
523,1162,1936
524,236,171
525,220,751
526,1028,1490
527,758,2410
528,1150,1387
529,867,3634
530,926,1998
531,1619,2813
532,1166,2071
533,1437,1321
534,806,2869
535,1459,1229
536,689,200
537,584,900
538,1311,1520
539,1400,3173
540,135,1498
541,1533,2121
542,194,415
543,350,2015
544,390,43
545,732,197
546,459,1027
547,646,732
548,285,2511
549,1318,514
550,294,913
551,1051,367
552,1478,563
553,372,2699
554,195,479
555,205,1176
556,899,1589
557,798,600
558,404,625
559,110,3021
560,1229,3111
561,109,42
562,1017,3517
563,1570,2823
564,205,1991
565,952,2968
566,1181,31
567,1624,1458
568,1265,933
569,505,2209
570,362,969
571,697,566
572,826,3093
573,473,307
574,475,429
575,1232,763
576,1100,253
577,387,1474
578,1046,670
579,1546,2138
580,38,225
581,112,134
582,441,1603
583,167,2733
584,956,408
585,1699,1421
586,1404,3135
587,278,262
588,1692,3641
589,724,3257
590,444,1603
591,1262,3050
592,1194,1504
593,620,382
594,1714,2746
595,1347,425
596,259,3441
597,969,3195
598,233,1155
599,1112,3576
600,767,3520
601,481,3534
602,1323,440
603,412,2796
604,759,1434
605,594,3396
606,658,46
607,1373,1473
608,331,3048
609,1139,1487
610,149,2284
611,970,2282
612,994,1514
613,251,924
614,1648,2302
615,1673,3055
616,364,826
617,889,2106
618,590,3111
619,1120,971
620,1168,1674
621,75,1246
622,843,647
623,166,3141
624,55,969
625,1037,818
626,543,383
627,841,3520
628,1541,1629
629,1577,644
630,539,3355
631,463,2243
632,651,2643
633,1116,3601
634,660,666
635,57,3112
636,42,161
637,490,2685
638,1015,1053
639,1550,3336
640,1056,282
641,892,2725
642,1652,1804
643,755,3244
644,498,230
645,366,3316
646,859,2229
647,1374,1560
648,126,3630
649,795,3698
650,168,1113
651,884,2265
652,891,2017
653,688,2341
654,722,935
655,1428,1527
656,594,2949
657,171,1788
658,773,2088
659,1624,1879
660,336,1776
661,674,2034
662,251,2942
663,102,665
664,124,1865
665,1478,1456
666,1095,1401
667,481,1747
668,477,1620
669,923,1847
670,1678,2624
671,779,814
672,1492,381
673,1599,209
674,760,1859
675,583,3365
676,21,360
677,649,3579
678,1675,865
679,609,1804
680,302,2566
681,1458,2208
682,465,3007
683,1400,2938
684,1111,1953
685,742,1283
686,688,557
687,1645,1606
688,1088,2053
689,1611,1339
690,621,2838
691,1715,3121
692,546,916
693,393,2689
694,1512,2267
695,1121,857
696,1597,2174
697,1113,1722
698,1124,3539
699,1273,2369
700,406,873
701,489,1003
702,53,3282
703,625,1709
704,560,1447
705,339,1524
706,207,1252
707,251,695
708,392,2479
709,1679,3446
710,349,10
711,1710,3039
712,1473,643
713,549,1534
714,99,2831
715,1614,2633
716,484,1452
717,485,1939
718,874,3402
719,470,1083
720,1703,2648
721,1084,3202
722,1311,3324
723,1244,321
724,711,2611
725,1444,2934
726,207,2854
727,673,2675
728,270,2001
729,212,812
730,153,2256
731,422,1221
732,598,3119
733,323,3593
734,790,2655
735,353,176
736,515,3304
737,880,2401
738,403,1388
739,732,962
740,197,1497
741,1282,1172
742,1701,3057
743,1560,3430
744,1271,1221
745,1075,1983
746,472,3598
747,1110,1397
748,348,1578
749,1157,537
750,1442,1649
751,996,3478
752,1390,91
753,1092,1953
754,611,2149
755,918,2578
756,739,2116
757,421,3470
758,1691,1762
759,1029,3241
760,1323,2292
761,322,2547
762,259,669
763,929,3128
764,1650,3691
765,530,675
766,1068,3680
767,328,1134
768,53,2477
769,1226,374
770,1384,2063
771,686,400
772,151,1579
773,292,1207
774,1707,2673
775,1154,1188
776,1545,3450
777,58,1030
778,1115,833
779,726,880
780,183,1645
781,1438,2459
782,373,1207
783,1399,2712
784,382,533
785,806,3071
786,103,148
787,1503,2373
788,1158,734
789,884,430
790,412,2155
791,1380,1083
792,903,2804
793,79,3194
794,1555,3717
795,1706,2400
796,1119,2195
797,1306,2504
798,398,3720
799,991,3315
800,908,422
801,1512,3686
802,1366,2679
803,662,3036
804,702,3384
805,1070,535
806,421,1969
807,1048,225
808,118,1923
809,1357,3037
810,1284,300
811,1328,2397
812,276,3072
813,1156,2541
814,1144,3010
815,1114,2989
816,657,2073
817,1135,776
818,1125,3158
819,464,3401
820,750,2713
821,826,1885
822,141,2080
823,404,1594
824,1451,1520
825,595,656
826,367,3157
827,396,376
828,1405,1983
829,1067,2130
830,1236,1424
831,469,1645
832,398,1486
833,385,826
834,458,1466
835,735,2603
836,250,2350
837,745,1070
838,319,2294
839,1244,2710
840,159,2379
841,1432,1584
842,1710,2854
843,632,3608
844,1044,1766
845,692,1843
846,446,898
847,574,255
848,1102,706
849,798,3353
850,397,337
851,918,298
852,1116,2846
853,511,1589
854,907,1259
855,1294,2063
856,1677,205
857,351,512
858,1290,3113
859,1236,3023
860,1161,2726
861,962,1046
862,1515,3573
863,508,863
864,967,1323
865,1165,918
866,1709,1264
867,1527,883
868,399,3422
869,277,582
870,1398,2516
871,252,685
872,997,919
873,882,2452
874,1120,2620
875,1467,3493
876,1389,1457
877,1254,2661
878,1389,3345
879,1544,1988
880,167,934
881,1202,514
882,434,1919
883,47,2137
884,712,851
885,684,2758
886,81,1645
887,516,2434
888,209,196
889,1666,1525
890,1455,2593
891,1281,1548
892,1481,585
893,776,1739
894,372,113
895,169,3486
896,519,2830
897,995,3656
898,874,3472
899,1594,2765
900,981,459
901,1294,2881
902,1637,3579
903,31,48
904,138,688
905,585,2986
906,399,1245
907,825,3011
908,1365,2216
909,308,2011
910,283,1847
911,149,2480
912,956,2005
913,1236,2988
914,1619,71
915,583,2364
916,11,368
917,194,1309
918,295,2621
919,333,1489
920,1560,1709
921,533,335
922,1345,1038
923,260,2780
924,1353,785
925,1594,3653
926,1216,3057
927,1626,607
928,1550,738
929,921,2334
930,1049,1713
931,1190,578
932,314,2189
933,1616,1531
934,1182,141
935,105,3066
936,1269,1559
937,12,1684
938,1393,70
939,684,770
940,269,54
941,588,1722
942,1379,710
943,297,2556
944,1364,2253
945,123,759
946,71,856
947,599,748
948,538,2914
949,561,3008
950,497,201
951,30,1730
952,930,1090
953,578,2101
954,1616,1643
955,1070,162
956,993,225
957,811,1396
958,840,1158
959,1439,2765
960,878,2051
961,986,926
962,169,2605
963,807,3051
964,402,2698
965,50,3674
966,1342,3717
967,1535,728
968,154,262
969,542,932
970,627,1431
971,1248,1984
972,500,402
973,1233,182
974,332,2243
975,1626,993
976,563,371
977,1598,1081
978,607,3227
979,596,851
980,1048,1848
981,1259,1700
982,176,2199
983,741,3336
984,1699,2089
985,529,928
986,1701,3509
987,1503,3311
988,594,567
989,771,3536
990,1219,1302
991,1284,1921
992,1655,1836
993,632,1908
994,1188,533
995,702,1084
996,1417,16
997,855,2933
998,356,1360
999,743,2510
1000,368,2536
1001,1440,3196
1002,1634,2750
1003,1430,3478
1004,917,1820
1005,384,500
1006,5,2869
1007,285,1308
1008,114,283
1009,1142,882
1010,1174,3100
1011,1327,340
1012,308,804
1013,841,1884
1014,32,1778
1015,320,3520
1016,1231,3080
1017,266,1099
1018,102,2863
1019,1454,2627
1020,1658,2954
1021,621,1292
1022,254,759
1023,1582,317
1024,1175,1676
1025,1170,3409
1026,1308,3405
1027,1653,166
1028,1601,3263
1029,1241,2331
1030,1706,1339
1031,402,1143
1032,896,3177
1033,364,2939
1034,662,267
1035,1484,811
1036,669,3078
1037,184,1687
1038,987,2336
1039,335,1306
1040,695,361
1041,1438,466
1042,82,2688
1043,1550,2993
1044,328,993
1045,1655,2259
1046,320,3544
1047,878,3432
1048,1584,3508
1049,787,3584
1050,288,1717
1051,725,2939
1052,100,592
1053,1107,2562
1054,270,1014
1055,1675,544
1056,536,2465
1057,1598,508
1058,1167,223
1059,158,1009
1060,865,1276
1061,484,2956
1062,879,1311
1063,415,992
1064,1477,853
1065,1145,3501
1066,140,3228
1067,513,3499
1068,1560,1349
1069,284,302
1070,685,2336
1071,1302,2147
1072,319,2998
1073,155,1008
1074,498,2128
1075,1005,382
1076,986,1818
1077,1088,1130
1078,229,2697
1079,659,3227
1080,1710,2758
1081,1243,1501
1082,919,350
1083,275,809
1084,760,3043
1085,1133,446
1086,216,1740
1087,1576,3503
1088,331,2096
1089,790,125
1090,84,1888
1091,595,1845
1092,1619,2680
1093,506,711
1094,488,3048
1095,1031,794
1096,989,2807
1097,1606,2970
1098,1112,3358
1099,757,3298
1100,130,58
1101,1387,2194
1102,795,1936
1103,60,2347
1104,1447,2171
1105,1446,2357
1106,1558,850
1107,387,2517
1108,390,2776
1109,735,693
1110,1292,3552
1111,691,1118
1112,1249,1407
1113,1649,3691
1114,1572,1907
1115,781,537
1116,1217,3044
1117,241,3456
1118,504,825
1119,950,1380
1120,1065,2823
1121,366,1675
1122,934,3668
1123,1155,3135
1124,631,1412
1125,78,3197
1126,1261,207
1127,433,774
1128,1640,1642
1129,1356,1696
1130,1158,2153
1131,1471,401
1132,66,23
1133,966,404
1134,271,2882
1135,329,3235
1136,19,2254
1137,1074,2041
1138,1638,3400
1139,247,192
1140,1500,1234
1141,959,1957
1142,214,2110
1143,684,1395
1144,491,2833
1145,586,1174
1146,873,1041
1147,1349,562
1148,595,326
1149,289,1548
1150,1055,3534
1151,43,373
1152,1510,1517
1153,1466,3370
1154,190,412
1155,183,85
1156,1662,14
1157,1331,543
1158,1185,2233
1159,413,818
1160,1647,3292
1161,1678,3187
1162,1641,2167
1163,283,1910
1164,1248,1873
1165,1712,1869
1166,1129,1454
1167,1003,768
1168,646,567
1169,1088,3648
1170,1455,521
1171,89,3408
1172,842,595
1173,1684,3651
1174,32,2469
1175,128,1406
1176,128,3662
1177,252,1450
1178,1318,3433
1179,306,3434
1180,141,2175
1181,1355,2673
1182,568,3447
1183,269,64
1184,1091,3421
1185,440,1805
1186,320,3714
1187,124,1160
1188,1415,2864
1189,1466,1160
1190,1689,963
1191,1132,1165
1192,1325,3211
1193,1298,1350
1194,1118,1446
1195,633,1517
1196,68,272
1197,1413,2688
1198,318,1299
1199,182,541
1200,641,540
1201,229,1229
1202,27,2490
1203,776,2996
1204,278,3597
1205,403,2040
1206,1674,538
1207,233,1598
1208,331,1074
1209,744,3674
1210,1579,900
1211,1525,3074
1212,1548,1067
1213,82,432
1214,194,2415
1215,30,2872
1216,413,370
1217,830,1357
1218,1675,198
1219,777,3232
1220,1307,2550
1221,315,3114
1222,42,854
1223,1116,1759
1224,1076,1253
1225,274,164
1226,786,1061
1227,1233,994
1228,613,958
1229,780,61
1230,1113,1102
1231,316,3196
1232,1201,2630
1233,993,2155
1234,830,3358
1235,203,1752
1236,1262,2733
1237,1070,2256
1238,751,2276
1239,1022,787
1240,105,1612
1241,1564,2006
1242,8,867
1243,655,2967
1244,980,3523
1245,422,2152
1246,159,3191
1247,1453,2810
1248,1,1922
1249,122,2039
1250,225,1017
1251,215,800
1252,819,481
1253,410,3322
1254,163,2857
1255,1137,1508
1256,815,2442
1257,1448,2263
1258,58,898
1259,742,2530
1260,403,3534
1261,1570,552
1262,30,1271
1263,795,2370
1264,529,1150
1265,472,3714
1266,802,23
1267,938,506
1268,515,839
1269,1553,291
1270,804,698
1271,300,2874
1272,685,1559
1273,931,689
1274,204,3177
1275,656,2127
1276,1402,2971
1277,1341,971
1278,321,3410
1279,1380,3162
1280,575,2539
1281,483,1373
1282,212,905
1283,875,2763
1284,1406,1937
1285,335,3327
1286,844,3261
1287,682,3478
1288,1494,609
1289,1533,3518
1290,1329,3534
1291,317,2021
1292,620,2864
1293,165,316
1294,201,2822
1295,97,1873
1296,1309,3471
1297,1426,2839
1298,265,3553
1299,1287,2670
1300,79,52
1301,1183,2271
1302,548,1503
1303,1673,2379
1304,628,3317
1305,1178,2112
1306,658,3096
1307,205,1354
1308,124,1452
1309,1341,1772
1310,919,2701
1311,1396,1865
1312,614,2234
1313,310,420
1314,346,1740
1315,1090,905
1316,1656,928
1317,1005,3050
1318,241,1265
1319,1474,1448
1320,1387,2523
1321,336,1143
1322,695,2360
1323,50,797
1324,1365,1202
1325,892,2011
1326,1663,1985
1327,112,172
1328,1412,3550
1329,1209,775
1330,1527,879
1331,1555,1116
1332,1295,1653
1333,358,3547
1334,1394,2701
1335,901,2427
1336,122,1128
1337,897,104
1338,83,2152
1339,1547,2674
1340,364,171
1341,605,3285
1342,821,2691
1343,417,3304
1344,375,1334
1345,1011,2276
1346,1458,686
1347,484,682
1348,264,3049
1349,1246,2968
1350,1181,1969
1351,478,1667
1352,1507,1274
1353,833,2539
1354,530,2708
1355,12,3033
1356,1713,2834
1357,1588,1364
1358,934,724
1359,1671,1700
1360,24,3412
1361,292,3279
1362,820,915
1363,1528,1685
1364,528,1185
1365,198,1567
1366,1216,625
1367,869,956
1368,1401,2582
1369,186,3504
1370,226,2362
1371,1469,930
1372,1535,439
1373,1237,808
1374,542,1463
1375,1389,3365
1376,1068,1421
1377,1286,2529
1378,1445,67
1379,1103,292
1380,1528,3010
1381,1525,2504
1382,1211,1723
1383,315,1937
1384,1677,2574
1385,178,2264
1386,62,3229
1387,496,3405
1388,1437,434
1389,1382,3623
1390,683,1532
1391,699,2246
1392,1596,858
1393,513,2056
1394,93,2237
1395,1598,3075
1396,63,1276
1397,1362,1861
1398,861,310
1399,951,2370
1400,1051,3054
1401,1668,3348
1402,1572,2177
1403,183,1724
1404,1075,343
1405,444,2563
1406,1173,2193
1407,1652,2060
1408,765,2311
1409,723,1783
1410,763,2315
1411,1161,446
1412,1224,2720
1413,849,480
1414,164,3264
1415,1088,2515
1416,351,686
1417,426,807
1418,200,1105
1419,1645,249
1420,1166,2143
1421,688,1435
1422,1429,3509
1423,1120,4
1424,1227,1159
1425,545,1206
1426,1412,2805
1427,1038,3278
1428,577,2992
1429,1136,2660
1430,1338,1119
1431,22,1582
1432,994,3061
1433,1516,712
1434,203,1135
1435,89,2173
1436,914,1657
1437,1439,501
1438,1586,885
1439,1687,3341
1440,1325,2580
1441,885,1185
1442,906,1875
1443,1059,3024
1444,791,525
1445,133,125
1446,1715,3123
1447,1290,1061
1448,143,1896
1449,474,1145
1450,443,352
1451,1358,3450
1452,1052,1507
1453,568,721
1454,1124,2360
1455,1209,499
1456,1253,1457
1457,420,3650
1458,983,2268
1459,1156,2368
1460,604,1868
1461,506,2549
1462,1241,3600
1463,624,1086
1464,1593,1661
1465,2,1000
1466,1608,3085
1467,528,1838
1468,853,3435
1469,1160,2095
1470,1167,2772
1471,608,3370
1472,868,2404
1473,1435,975
1474,334,649
1475,1125,2770
1476,1004,3515
1477,948,2649
1478,1339,943
1479,962,938
1480,1496,2155
1481,1181,2991
1482,1195,3099
1483,1264,1733
1484,912,1251
1485,131,2078
1486,469,2156
1487,8,2785
1488,167,701
1489,872,2206
1490,578,1159
1491,100,936
1492,416,953
1493,86,162
1494,256,1115
1495,1438,2825
1496,875,2308
1497,575,2248
1498,188,1262
1499,355,415
1500,480,2354
1501,1005,937
1502,98,2261
1503,1718,1331
1504,533,2078
1505,118,2645
1506,397,3711
1507,815,2408
1508,1673,3113
1509,1292,1053
1510,210,3570
1511,1216,405
1512,752,3493
1513,1382,3170
1514,286,703
1515,1470,2703
1516,1429,2326
1517,519,2286
1518,1294,3638
1519,468,1270
1520,1302,1889
1521,657,361
1522,1651,2859
1523,334,117
1524,56,3032
1525,1261,2044
1526,304,3171
1527,1578,2194
1528,1569,3425
1529,1484,3407
1530,289,3399
1531,1043,1389
1532,1580,3169
1533,1370,1530
1534,1634,2148
1535,579,755
1536,5,581
1537,922,1199
1538,281,2902
1539,624,1929
1540,826,1718
1541,764,1033
1542,1119,2929
1543,651,3535
1544,606,1445
1545,1442,429
1546,1431,1521
1547,1095,583
1548,1613,3345
1549,868,2560
1550,132,1776
1551,719,2641
1552,1297,822
1553,940,2397
1554,279,2609
1555,842,358
1556,544,3275
1557,1511,1511
1558,874,2208
1559,746,2150
1560,983,2399
1561,784,969
1562,298,577
1563,1380,3416
1564,921,1890
1565,911,1135
1566,2,2530
1567,436,2474
1568,1612,2685
1569,1362,1836
1570,875,335
1571,961,2922
1572,277,2807
1573,336,1977
1574,1058,1233
1575,1198,3300
1576,689,2758
1577,968,2178
1578,723,2380
1579,629,851
1580,1023,2383
1581,81,758
1582,700,388
1583,894,1610
1584,201,3448
1585,661,2724
1586,1580,3199
1587,920,1861
1588,1276,3230
1589,1674,23
1590,304,1910
1591,1307,2040
1592,1190,799
1593,1652,1138
1594,1431,692
1595,507,890
1596,727,1523
1597,1145,108
1598,451,1301
1599,1067,2185
1600,835,850
1601,562,2287
1602,1082,1215
1603,590,1539
1604,1038,2302
1605,616,52
1606,610,748
1607,1459,528
1608,1024,3014
1609,354,521
1610,1097,2073
1611,1710,2416
1612,1689,2097
1613,962,3623
1614,358,2355
1615,454,1370
1616,1691,2369
1617,1247,2959
1618,405,1692
1619,123,3364
1620,384,1445
1621,890,32
1622,1182,1301
1623,1628,1686
1624,267,1501
1625,504,2907
1626,255,681
1627,169,2277
1628,51,2737
1629,17,3341
1630,1293,3396
1631,110,1872
1632,5,371
1633,1674,2293
1634,1240,3301
1635,1374,2743
1636,55,1661
1637,313,1348
1638,259,1561
1639,1475,528
1640,1370,2616
1641,80,3573
1642,947,275
1643,1030,3553
1644,730,2232
1645,1507,254
1646,136,264
1647,452,1777
1648,348,2433
1649,1605,155
1650,1534,3503
1651,492,3695
1652,371,2122
1653,1369,3562
1654,1529,864
1655,296,1133
1656,625,92
1657,1524,3070
1658,455,8
1659,965,2432
1660,1685,1531
1661,1597,1937
1662,1185,3024
1663,435,3440
1664,632,1771
1665,874,1563
1666,562,1882
1667,199,2158
1668,248,1367
1669,920,936
1670,963,3347
1671,480,2179
1672,322,1440
1673,1712,710
1674,1716,2501
1675,482,720
1676,1383,3664
1677,708,3341
1678,1395,483
1679,1711,3118
1680,434,830
1681,249,3533
1682,827,1539
1683,442,1007
1684,820,2435
1685,932,781
1686,53,3719
1687,993,2791
1688,1123,1151
1689,66,2879
1690,130,2790
1691,689,3348
1692,1193,13
1693,1078,1765
1694,526,2755
1695,1598,1455
1696,961,3221
1697,89,320
1698,800,1838
1699,528,3361
1700,130,246
1701,436,1639
1702,106,3148
1703,301,270
1704,1209,56
1705,1549,2699
1706,64,2029
1707,331,3360
1708,1628,2282
1709,400,2394
1710,348,3676
1711,1694,914
1712,547,3437
1713,1361,1022
1714,313,1734
1715,482,1609
1716,1608,1302
1717,427,2513
1718,1349,1685
1719,155,2506
1720,839,1823
1721,847,206
1722,1005,1765
1723,96,627
1724,180,2545
1725,903,3341
1726,451,1667
1727,1628,1890
1728,1521,1983
1729,996,1456
1730,931,2871
1731,995,233
1732,856,2800
1733,74,1182
1734,1668,2042
1735,924,1009
1736,991,2940
1737,981,195
1738,1529,3495
1739,1175,3360
1740,1714,547
1741,769,3048
1742,1641,258
1743,703,2457
1744,1252,1792
1745,919,1458
1746,907,1142
1747,1097,585
1748,1296,333
1749,1037,789
1750,1019,3610
1751,1323,409
1752,118,2106
1753,711,1169
1754,622,1788
1755,585,2482
1756,352,2822
1757,1030,2607
1758,237,2035
1759,1520,1268
1760,1012,3633
1761,109,2284
1762,1537,2523
1763,1533,1549
1764,999,1582
1765,1071,1015
1766,596,2789
1767,98,1713
1768,1360,1987
1769,1121,1106
1770,1568,3695
1771,1690,1820
1772,58,2400
1773,497,2480
1774,893,1319
1775,1090,2555
1776,1214,1058
1777,142,519
1778,764,1698
1779,901,725
1780,356,3700
1781,1692,866
1782,376,3546
1783,1682,2753
1784,749,1502
1785,711,2376
1786,1681,1767
1787,1529,387
1788,161,2962
1789,817,3585
1790,623,3139
1791,863,1516
1792,344,3403
1793,1701,3699
1794,648,3170
1795,1168,1606
1796,1615,3542
1797,381,827
1798,1266,2376
1799,1046,531
1800,89,125
1801,1112,3226
1802,784,1744
1803,1599,1777
1804,232,2860
1805,1409,3065
1806,941,3638
1807,1544,3187
1808,1301,3687
1809,1236,2520
1810,1542,110
1811,857,364
1812,657,286
1813,1489,1748
1814,1318,2268
1815,728,2002
1816,1486,2857
1817,497,3107
1818,1650,28
1819,412,2952
1820,341,2101
1821,882,3140
1822,39,3504
1823,786,2308
1824,380,3421
1825,1443,3111
1826,61,956
1827,1696,3391
1828,1632,3457
1829,1008,1354
1830,70,3173
1831,122,150
1832,232,3476
1833,1500,2115
1834,1468,2476
1835,353,3667
1836,774,430
1837,1116,1896
1838,1250,1346
1839,852,1335
1840,1635,911
1841,439,2671
1842,967,595
1843,41,2571
1844,1301,2956
1845,497,3300
1846,858,168
1847,798,2881
1848,797,862
1849,612,1102
1850,790,2610
1851,488,334
1852,544,1118
1853,7,3521
1854,1205,194
1855,676,2735
1856,1255,1052
1857,565,2518
1858,616,2444
1859,262,909
1860,803,3101
1861,361,402
1862,1340,1271
1863,586,167
1864,1359,2124
1865,758,3666
1866,1390,1075
1867,380,620
1868,1653,3547
1869,1026,337
1870,692,981
1871,390,2828
1872,1565,2112
1873,773,2702
1874,865,2779
1875,1184,3626
1876,764,3144
1877,683,2525
1878,1123,1026
1879,140,2375
1880,383,2602
1881,1309,2855
1882,868,1355
1883,387,756
1884,1643,1852
1885,783,2087
1886,4,3689
1887,1344,1326
1888,960,1110
1889,953,254
1890,1471,1154
1891,1507,282
1892,800,3559
1893,1676,1912
1894,848,2581
1895,1603,1052
1896,269,1089
1897,138,2583
1898,672,2560
1899,1161,2799
1900,789,1121
1901,95,3070
1902,507,2060
1903,1163,435
1904,1533,1310
1905,524,2137
1906,1649,1416
1907,865,2600
1908,386,3576
1909,1517,2558
1910,976,2347
1911,1165,1050
1912,1167,2922
1913,38,1095
1914,1326,314
1915,259,2570
1916,584,1113
1917,1624,2667
1918,1718,476
1919,1581,2844
1920,153,2730
1921,446,1239
1922,799,1240
1923,971,2044
1924,383,2307
1925,856,776
1926,342,1385
1927,1303,1034
1928,1596,3691
1929,350,1574
1930,426,601
1931,1571,243
1932,407,628
1933,521,2202
1934,314,2834
1935,1097,965
1936,800,3201
1937,616,443
1938,400,255
1939,561,1661
1940,588,652
1941,872,2185
1942,313,1623
1943,1062,3169
1944,122,555
1945,114,3300
1946,24,1132
